#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-06-20T14:02:16 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5d0b8d99052c	
#INFO	-out.max=unlimited	
#INFO	queryParameters=35	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-nav=cat:J/A+A/612/A99&tab:{J/A+A/612/A99/ic2602}&key:source=J/A+A/612/A99/ic2391&HTTPPRM:&&-ref=VIZ5d0b8d99052c&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=CName&-out=Cluster&-out=Inst&-out=Teff&-out=e_Teff&-out=logg&-out=e_logg&-out=[Fe/H]&-out=e_[Fe/H]&-out=l_EWLi&-out=EWLi&-out=e_EWLi&-out=f_EWLi&-out=Gamma&-out=e_Gamma&-out=RV&-out=e_RV&-out=MembPA&-out=MembPB&-out=ID&-out=_RA&-out=_DE&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/A+A/612/A99/ic2391&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source= J/A+A/612/A99/ic2602
#-out=CName
#-out=Cluster
#-out=Inst
#-out=Teff
#-out=e_Teff
#-out=logg
#-out=e_logg
#-out=[Fe/H]
#-out=e_[Fe/H]
#-out=l_EWLi
#-out=EWLi
#-out=e_EWLi
#-out=f_EWLi
#-out=Gamma
#-out=e_Gamma
#-out=RV
#-out=e_RV
#-out=MembPA
#-out=MembPB
#-out=ID
#-out=_RA
#-out=_DE
#-out.src=J/A+A/612/A99/ic2391
#

#RESOURCE=yCat_36120099
#Name: J/A+A/612/A99
#Title: Gaia-ESO Survey in 7 open star cluster fields (Randich+, 2018)
#Table	J_A_A_612_A99_ic2602:
#Name: J/A+A/612/A99/ic2602
#Title: Parameters for IC2602
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	CName	(A16)	Star ID (HHMMSSss+DDMMSSs)	[ucd=meta.id;meta.main]
#Column	Cluster	(A7)	Cluster name	[ucd=meta.id.parent]
#Column	Inst	(A7)	Intrument XX	[ucd=meta.note]
#Column	Teff	(I5)	Effective temperature	[ucd=phys.temperature.effective]
#Column	e_Teff	(I4)	? Effective temperature error [NULL integer written as an empty string]	[ucd=stat.error;phys.temperature.effective]
#Column	logg	(F8.3)	? 10-logarithm surface gravity	[ucd=phys.gravity]
#Column	e_logg	(F8.3)	? 10-logarithm surface gravity error	[ucd=stat.error]
#Column	[Fe/H]	(F8.3)	? Metallicity	[ucd=phys.abund.Z]
#Column	e_[Fe/H]	(F8.3)	? Metallicity error	[ucd=stat.error;phys.abund.Fe]
#Column	l_EWLi	(A1)	[<] Upper limit flag on EWLi	[ucd=meta.code.error]
#Column	EWLi	(F8.3)	? Lithium line equivalent width	[ucd=spect.line.eqWidth]
#Column	e_EWLi	(F8.3)	? Lithium line equivalent width error	[ucd=stat.error]
#Column	f_EWLi	(I4)	[0/3]? Flag for lithium line equivalent width (1) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Gamma	(F8.3)	? Gamma index	[ucd=meta.code;spect.index;em.gamma]
#Column	e_Gamma	(F8.3)	? Gamma index error	[ucd=stat.error]
#Column	RV	(F8.3)	? Radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_RV	(F8.3)	? Radial velocity error	[ucd=stat.error]
#Column	MembPA	(F6.3)	? Membership probability: population A	[ucd=stat.probability]
#Column	MembPB	(F6.3)	? Membership probability: population B	[ucd=stat.probability]
#Column	ID	(I4)	Sequential ID number	[ucd=meta.id]
#Column	_RA	(F9.5)	Positions from CName (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Positions from CName (declination part)	[ucd=pos.eq.dec;meta.main]
_RAJ2000;_DEJ2000;CName;Cluster;Inst;Teff;e_Teff;logg;e_logg;[Fe/H];e_[Fe/H];l_EWLi;EWLi;e_EWLi;f_EWLi;Gamma;e_Gamma;RV;e_RV;MembPA;MembPB;ID;_RA;_DE
162.3783750;-64.6443611;10493081-6438397; IC2602;GIRAFFE; 4908; 168;   3.130;        ;  -0.071;   0.125;<;  22.500;        ;   3;   1.022;   0.001; -15.595;   0.240;      ;      ;1185;162.37837;-64.64436
162.3790000;-64.1098056;10493096-6406353; IC2602;GIRAFFE; 4592;  89;   3.899;        ;   0.064;   0.005;<;  42.900;        ;   3;   1.029;   0.002;  -2.311;   0.240;      ;      ;1186;162.37900;-64.10981
162.3807917;-64.5774722;10493139-6434389; IC2602;GIRAFFE; 4585;    ;   2.899;        ;   0.346;        ; ;  56.000;        ;   0;   1.026;   0.004;  10.847;   0.242;      ;      ;1187;162.38079;-64.57747
162.3878750;-64.0481667;10493309-6402534; IC2602;GIRAFFE; 4662;  79;   2.710;        ;  -0.088;   0.056;<;  30.400;        ;   3;   1.026;   0.003;  56.942;   0.241;      ;      ;1188;162.38787;-64.04817
162.3910833;-65.1001944;10493386-6506007; IC2602;GIRAFFE; 4494; 171;   2.234;   0.184;   0.091;   0.092;<;  59.100;        ;   3;   1.026;   0.004; -41.907;   0.240;      ;      ;1189;162.39108;-65.10019
162.3959583;-64.9536389;10493503-6457131; IC2602;GIRAFFE; 4758;  37;   2.576;   0.082;  -0.063;   0.033;<;  28.900;        ;   3;   1.021;   0.004;  -0.947;   0.243;      ;      ;1190;162.39596;-64.95364
162.3970417;-63.5914722;10493529-6335293; IC2602;GIRAFFE; 4553; 125;   2.647;   0.061;   0.153;   0.004;<;  59.800;        ;   3;   1.001;   0.005;  40.069;   0.243;      ;      ;1191;162.39704;-63.59147
162.4014167;-65.2610278;10493634-6515397; IC2602;GIRAFFE; 4715;  26;   2.511;   0.177;  -0.120;   0.124;<;  23.500;        ;   3;   1.020;   0.003;  -8.420;   0.240;      ;      ;1192;162.40142;-65.26103
162.4034583;-64.0253333;10493683-6401312; IC2602;GIRAFFE; 4405; 223;   3.239;        ;  -0.042;   0.024;<;  54.800;        ;   3;   1.046;   0.002;  57.217;   0.240;      ;      ;1193;162.40346;-64.02533
162.4053333;-65.1838611;10493728-6511019; IC2602;GIRAFFE; 4631; 101;   2.537;   0.180;   0.086;   0.020;<;  40.100;        ;   3;   1.017;   0.003;  15.331;   0.241;      ;      ;1194;162.40533;-65.18386
162.4086667;-63.6323611;10493808-6337565; IC2602;GIRAFFE; 4750;    ;   2.590;        ;   0.090;        ;<;  39.300;        ;   3;   1.024;   0.005;  44.030;   0.243;      ;      ;1195;162.40867;-63.63236
162.4101250;-63.7053889;10493843-6342194; IC2602;GIRAFFE; 4567;  83;   2.317;   0.151;  -0.026;   0.008;<;  38.800;        ;   3;   1.024;   0.003;  13.972;   0.241;      ;      ;1196;162.41012;-63.70539
162.4175417;-64.7676667;10494021-6446036; IC2602;GIRAFFE; 4648;  41;   2.344;   0.189;  -0.083;   0.063;<;  35.200;        ;   3;   1.033;   0.003; -20.915;   0.242;      ;      ;1197;162.41754;-64.76767
162.4182500;-63.7399722;10494038-6344239; IC2602;GIRAFFE; 4762;  64;   2.631;   0.069;   0.013;   0.055;<;  33.700;        ;   3;   1.012;   0.004;   7.250;   0.242;      ;      ;1198;162.41825;-63.73997
162.4188750;-63.8639167;10494053-6351501; IC2602;GIRAFFE; 5081; 107;   3.654;   0.092;  -0.003;   0.033; ;  47.600;   3.766;   0;   0.998;   0.001;  14.541;   0.240;      ;      ;1199;162.41887;-63.86392
162.4195833;-63.8820278;10494070-6352553; IC2602;GIRAFFE; 4578;  74;   2.527;   0.105;   0.124;   0.005;<;  46.000;        ;   3;   1.011;   0.001; -23.967;   0.240;      ;      ;1200;162.41958;-63.88203
162.4219583;-64.5085556;10494127-6430308; IC2602;GIRAFFE; 4888;   9;   2.771;   0.012;   0.035;   0.020;<;  41.000;        ;   3;   1.014;   0.002;  -8.474;   0.240;      ;      ;1201;162.42196;-64.50856
162.4235000;-64.0172778;10494164-6401022; IC2602;GIRAFFE; 4920; 253;   3.095;   0.179;  -0.080;   0.142;<;  27.800;        ;   3;   1.004;   0.004;  -3.182;   0.243;      ;      ;1202;162.42350;-64.01728
162.4425417;-63.6367222;10494621-6338122; IC2602;GIRAFFE; 5221; 125;   3.481;   0.162;   0.021;   0.081; ;  50.800;        ;   0;   1.011;   0.006; -11.343;   0.256;      ;      ;1203;162.44254;-63.63672
162.4449167;-63.5397222;10494678-6332230; IC2602;GIRAFFE; 5112;  25;   2.540;        ;   0.012;   0.026; ;  40.800;   2.763;   0;   1.013;   0.003; -17.323;   0.241;      ;      ;1204;162.44492;-63.53972
162.4486250;-63.8886667;10494767-6353192; IC2602;GIRAFFE; 5037;  29;   2.998;   0.065;   0.151;   0.033;<;  34.800;        ;   3;   1.012;   0.002;  -0.999;   0.241;      ;      ;1205;162.44862;-63.88867
162.4514583;-64.0961111;10494835-6405460; IC2602;GIRAFFE; 4472; 189;   2.823;        ;   0.076;   0.082;<;  51.600;        ;   3;   1.028;   0.002; -26.210;   0.240;      ;      ;1206;162.45146;-64.09611
162.4518750;-64.9542500;10494845-6457153; IC2602;GIRAFFE; 4581;  83;   2.494;   0.144;   0.096;   0.065;<;  41.000;        ;   3;   1.012;   0.004;   9.763;   0.242;      ;      ;1207;162.45187;-64.95425
162.4538333;-63.7518333;10494892-6345066; IC2602;GIRAFFE; 5024; 155;   3.290;        ;  -0.183;   0.239;<;  15.000;        ;   3;   1.016;   0.004; -23.121;   0.248;      ;      ;1208;162.45383;-63.75183
162.4580417;-65.1853056;10494993-6511071; IC2602;GIRAFFE; 5114;  61;   2.391;        ;  -0.062;   0.094;<;  28.900;        ;   3;   1.011;   0.003;  -2.067;   0.243;      ;      ;1209;162.45804;-65.18531
162.4580833;-64.7168611;10494994-6443007; IC2602;GIRAFFE; 4604; 128;   2.577;        ;   0.067;   0.033; ;  61.933;   4.857;   0;   1.024;   0.004;  35.259;   0.241;      ;      ;1210;162.45808;-64.71686
162.4585833;-63.9417778;10495006-6356304; IC2602;GIRAFFE; 3635;  76;   4.573;   0.189;  -0.210;        ; ; 137.100;        ;   0;   0.810;   0.005;  18.933;   0.244; 0.927;      ;1211;162.45858;-63.94178
162.4650000;-64.6713333;10495160-6440168; IC2602;GIRAFFE; 4745;  28;   2.608;   0.017;   0.065;   0.022;<;  36.300;        ;   3;   1.016;   0.004;  18.600;   0.242;      ;      ;1212;162.46500;-64.67133
162.4678333;-65.2224722;10495228-6513209; IC2602;GIRAFFE; 4626;  52;   2.381;   0.126;  -0.071;   0.045;<;  31.100;        ;   3;   1.020;   0.003; -39.522;   0.242;      ;      ;1213;162.46783;-65.22247
162.4689583;-64.0516944;10495255-6403061; IC2602;GIRAFFE; 4435; 187;   2.096;   0.177;   0.182;   0.012; ;  80.400;        ;   0;   1.028;   0.003;  14.497;   0.240;      ;      ;1214;162.46896;-64.05169
162.4705000;-65.0939722;10495292-6505383; IC2602;GIRAFFE; 4860; 112;   2.743;   0.192;  -0.020;   0.059;<;  29.800;        ;   3;   1.020;   0.003; -38.721;   0.241;      ;      ;1215;162.47050;-65.09397
162.4737500;-64.7525278;10495370-6445091; IC2602;GIRAFFE; 4409; 199;   4.492;        ;  -0.109;   0.013;<;  29.000;        ;   3;   1.045;   0.004;  73.682;   0.242;      ;      ;1216;162.47375;-64.75253
162.4757083;-64.5182222;10495417-6431056; IC2602;GIRAFFE; 4581;  38;   2.380;   0.109;   0.015;   0.073;<;  41.000;        ;   3;   1.023;   0.004;  -6.019;   0.242;      ;      ;1217;162.47571;-64.51822
162.4768750;-65.1975000;10495445-6511510; IC2602;GIRAFFE; 4732;   8;   2.423;   0.110;  -0.052;   0.078; ; 103.150;   2.600;   0;   1.030;   0.003; -60.659;   0.242;      ;      ;1218;162.47687;-65.19750
162.4791250;-65.1866111;10495499-6511118; IC2602;GIRAFFE; 5089;  52;   3.440;        ;  -0.073;   0.113; ;  37.700;        ;   0;   1.013;   0.004;  -6.012;   0.243;      ;      ;1219;162.47912;-65.18661
162.4842083;-63.8125556;10495621-6348452; IC2602;GIRAFFE; 4772;  77;   2.615;   0.011;  -0.056;   0.009;<;  42.800;        ;   3;   1.016;   0.006;  59.204;   0.246;      ;      ;1220;162.48421;-63.81256
162.4846250;-63.7431667;10495631-6344354; IC2602;GIRAFFE; 4722;   4;   2.674;   0.046;   0.078;   0.003;<;  36.900;        ;   3;   1.009;   0.004;  14.808;   0.243;      ;      ;1221;162.48462;-63.74317
162.4858750;-63.8813333;10495661-6352528; IC2602;GIRAFFE; 4618; 206;   3.027;        ;  -0.155;   0.168;<;  32.200;        ;   3;   1.018;   0.006;  44.795;   0.247;      ;      ;1222;162.48587;-63.88133
162.4861250;-63.9868889;10495667-6359128; IC2602;GIRAFFE; 4883;  66;   2.485;   0.119;   0.044;   0.018;<;  35.800;        ;   3;   1.023;   0.002;   3.663;   0.240;      ;      ;1223;162.48612;-63.98689
162.4882917;-63.6892222;10495719-6341212; IC2602;GIRAFFE; 4789; 118;   2.555;   0.090;   0.027;   0.096; ; 363.350;   2.650;   0;   1.017;   0.002;  13.711;   0.240;      ;      ;1224;162.48829;-63.68922
162.4893750;-65.2631389;10495745-6515473; IC2602;GIRAFFE; 4985; 125;   3.031;   0.170;  -0.064;   0.098;<;  25.200;        ;   3;   1.010;   0.003; -27.157;   0.241;      ;      ;1225;162.48937;-65.26314
162.4928333;-63.7631389;10495828-6345473; IC2602;GIRAFFE; 4899;  81;   2.833;   0.047;  -0.023;   0.033; ;  22.500;   4.465;   0;   1.008;   0.006;  34.534;   0.249;      ;      ;1226;162.49283;-63.76314
162.4954167;-63.7775556;10495890-6346392; IC2602;GIRAFFE; 5055;  86;   3.350;        ;  -0.049;   0.106;<;  31.800;        ;   3;   1.016;   0.001;  12.730;   0.240;      ;      ;1227;162.49542;-63.77756
162.4971250;-63.6175556;10495931-6337032; IC2602;GIRAFFE; 4821;  20;   2.777;   0.122;  -0.035;   0.052;<;  30.800;        ;   3;   1.007;   0.005;  76.172;   0.246;      ;      ;1228;162.49712;-63.61756
162.4973750;-63.7653611;10495937-6345553; IC2602;GIRAFFE; 4934; 219;   2.514;        ;  -0.085;   0.133; ; 488.500;   4.896;   0;   1.021;   0.003; -14.844;   0.241;      ;      ;1229;162.49737;-63.76536
162.4999583;-64.5709167;10495999-6434153; IC2602;GIRAFFE; 4921;  30;   2.767;   0.046;   0.004;   0.019;<;  34.200;        ;   3;   1.022;   0.003; -17.805;   0.241;      ;      ;1230;162.49996;-64.57092
162.5025417;-64.9868056;10500061-6459125; IC2602;GIRAFFE; 4510; 148;   2.275;   0.186;   0.038;   0.079;<;  42.300;        ;   3;   1.018;   0.004;  37.276;   0.242;      ;      ;1231;162.50254;-64.98681
162.5056667;-63.7893611;10500136-6347217; IC2602;GIRAFFE; 4616; 165;   2.400;   0.173;   0.014;   0.054; ;  46.433;   3.030;   0;   1.017;   0.005;  53.548;   0.243;      ;      ;1232;162.50567;-63.78936
162.5110833;-63.6287222;10500266-6337434; IC2602;GIRAFFE; 5131;    ;   3.420;        ;  -0.040;        ;<;  22.900;        ;   3;   1.000;   0.006; -16.610;   0.257;      ;      ;1233;162.51108;-63.62872
162.5145000;-63.6510278;10500348-6339037; IC2602;GIRAFFE; 4699;  67;   2.440;   0.124;   0.040;   0.029; ; 182.200;   2.670;   0;   1.031;   0.004;  -3.337;   0.241;      ;      ;1234;162.51450;-63.65103
162.5146250;-64.0304444;10500351-6401496; IC2602;GIRAFFE; 4507; 145;   2.203;   0.186;  -0.030;   0.044;<;  44.400;        ;   3;   1.023;   0.002;  32.643;   0.240;      ;      ;1235;162.51462;-64.03044
162.5154583;-63.7988889;10500371-6347560; IC2602;GIRAFFE; 5044; 186;   2.418;        ;   0.048;   0.003;<;  26.100;        ;   3;   0.968;   0.004;  29.097;   0.244;      ;      ;1236;162.51546;-63.79889
162.5164167;-63.6573056;10500394-6339263; IC2602;GIRAFFE; 5027; 133;   2.562;        ;  -0.121;   0.144;<;  22.500;        ;   3;   1.029;   0.002; -17.331;   0.240;      ;      ;1237;162.51642;-63.65731
162.5189583;-65.2190278;10500455-6513085; IC2602;GIRAFFE; 4652; 109;   2.730;        ;  -0.093;   0.080;<;  24.000;        ;   3;   1.023;   0.005; -34.970;   0.244;      ;      ;1238;162.51896;-65.21903
162.5195417;-63.8193611;10500469-6349097; IC2602;GIRAFFE; 5376;  48;   3.895;        ;   0.010;   0.060; ; 104.950;   1.950;   0;   1.017;   0.003;   3.116;   0.244;      ;      ;1239;162.51954;-63.81936
162.5277083;-63.7675000;10500665-6346030; IC2602;GIRAFFE; 4929; 127;   2.974;   0.188;  -0.038;   0.072;<;  21.700;        ;   3;   1.010;   0.004;  -1.272;   0.242;      ;      ;1240;162.52771;-63.76750
162.5289583;-63.8532500;10500695-6351117; IC2602;GIRAFFE; 4623;  37;   2.327;   0.156;  -0.053;   0.009; ;  74.400;   2.600;   0;   1.035;   0.003;  -4.679;   0.241;      ;      ;1241;162.52896;-63.85325
162.5292083;-63.6792500;10500701-6340453; IC2602;GIRAFFE; 4691; 175;   2.700;        ;  -0.043;   0.182;<;  24.100;        ;   3;   1.025;   0.004;  35.327;   0.243;      ;      ;1242;162.52921;-63.67925
162.5325833;-64.3152500;10500782-6418549; IC2602;GIRAFFE; 4615; 154;   2.650;        ;  -0.010;   0.107;<;  42.300;        ;   3;   1.033;   0.003; -29.015;   0.241;      ;      ;1243;162.53258;-64.31525
162.5369167;-64.6016667;10500886-6436060; IC2602;GIRAFFE; 4679;  34;   2.457;   0.072;  -0.074;   0.019;<;  26.600;        ;   3;   1.022;   0.003;  -6.528;   0.241;      ;      ;1244;162.53692;-64.60167
162.5401250;-65.1945556;10500963-6511404; IC2602;GIRAFFE; 4695;  59;   2.505;        ;  -0.104;   0.097; ;  33.367;   9.683;   0;   1.024;   0.003; -37.835;   0.242;      ;      ;1245;162.54012;-65.19456
162.5412917;-63.5695278;10500991-6334103; IC2602;GIRAFFE; 4949; 152;   4.271;        ;  -0.038;   0.071;<;  17.700;        ;   3;   1.014;   0.005;  -1.975;   0.266;      ;      ;1246;162.54129;-63.56953
162.5415833;-63.8403056;10500998-6350251; IC2602;GIRAFFE; 4634;  51;   2.423;   0.078;   0.013;   0.004;<;  31.400;        ;   3;   1.018;   0.008;  15.338;   0.260;      ;      ;1247;162.54158;-63.84031
162.5488750;-63.5446111;10501173-6332406; IC2602;GIRAFFE; 4871;  64;   2.775;   0.091;   0.241;   0.055;<;  37.000;        ;   3;   1.017;   0.002; -15.993;   0.240;      ;      ;1248;162.54887;-63.54461
162.5491250;-63.7003056;10501179-6342011; IC2602;GIRAFFE; 4505; 201;   2.650;        ;   0.142;   0.041;<;  53.000;        ;   3;   1.014;   0.005;  26.954;   0.241;      ;      ;1249;162.54912;-63.70031
162.5499583;-64.4095000;10501199-6424342; IC2602;GIRAFFE; 4650;    ;   4.152;        ;   0.383;        ;<;  42.800;        ;   3;   1.029;   0.003;  38.039;   0.240;      ;      ;1250;162.54996;-64.40950
162.5507917;-64.5604722;10501219-6433377; IC2602;GIRAFFE; 4574;  75;   2.309;   0.161;  -0.030;   0.014;<;  58.700;        ;   3;   1.027;   0.003;  26.456;   0.241;      ;      ;1251;162.55079;-64.56047
162.5562500;-65.2831111;10501350-6516592; IC2602;GIRAFFE; 4877;  15;   2.712;   0.043;  -0.002;   0.017; ;  29.400;        ;   0;   1.017;   0.003; -18.124;   0.241;      ;      ;1252;162.55625;-65.28311
162.5582500;-63.6908333;10501398-6341270; IC2602;GIRAFFE; 5921; 203;   4.203;   0.102;   0.253;   0.083; ;  24.000;        ;   0;   0.997;   0.001;  -1.184;   0.240;      ;      ;1253;162.55825;-63.69083
162.5632083;-63.5140278;10501517-6330505; IC2602;GIRAFFE; 4939; 178;   3.230;        ;  -0.066;   0.068;<;  35.100;        ;   3;   1.024;   0.004;  -7.266;   0.245;      ;      ;1254;162.56321;-63.51403
162.5643333;-63.5027222;10501544-6330098; IC2602;GIRAFFE; 4889; 159;   2.700;   0.121;  -0.028;   0.056;<;  37.000;        ;   3;   1.014;   0.003;  14.805;   0.241;      ;      ;1255;162.56433;-63.50272
162.5659583;-63.8784722;10501583-6352425; IC2602;GIRAFFE; 5114;  26;   3.108;        ;   0.048;   0.052;<;  24.400;        ;   3;   1.031;   0.003;  31.288;   0.241;      ;      ;1256;162.56596;-63.87847
162.5662917;-64.0192500;10501591-6401093; IC2602;GIRAFFE; 4951;    ;   3.795;        ;   0.225;        ; ;  32.900;        ;   0;   1.019;   0.017;  -7.884;   1.085;      ;      ;1257;162.56629;-64.01925
162.5692083;-63.6076389;10501661-6336275; IC2602;GIRAFFE; 5179;    ;   3.580;        ;  -0.040;        ;<;  20.800;        ;   3;   1.009;   0.007;   5.157;   0.264;      ;      ;1258;162.56921;-63.60764
162.5696667;-63.5608333;10501672-6333390; IC2602;GIRAFFE; 4662; 172;   2.536;   0.163;  -0.070;   0.177;<;  24.800;        ;   3;   1.010;   0.004;  12.899;   0.243;      ;      ;1259;162.56967;-63.56083
162.5729583;-63.7362778;10501751-6344106; IC2602;GIRAFFE; 4707;    ;   2.700;        ;   0.050;        ;<;  52.200;        ;   3;   1.009;   0.006;  59.558;   0.247;      ;      ;1260;162.57296;-63.73628
162.5770417;-63.8184722;10501849-6349065; IC2602;GIRAFFE; 4879; 168;   2.870;        ;  -0.048;   0.088;<;  24.400;        ;   3;   1.022;   0.006;   8.988;   0.247;      ;      ;1261;162.57704;-63.81847
162.5775833;-63.5189444;10501862-6331082; IC2602;GIRAFFE; 4622;  89;   2.454;   0.141;   0.031;   0.042;<;  36.300;        ;   3;   1.017;   0.003;  10.927;   0.241;      ;      ;1262;162.57758;-63.51894
162.5838333;-63.7015278;10502012-6342055; IC2602;GIRAFFE; 4765;  43;   2.639;   0.090;   0.146;   0.040;<;  39.300;        ;   3;   1.020;   0.001; -14.254;   0.240;      ;      ;1263;162.58383;-63.70153
162.5852500;-64.1250556;10502046-6407302; IC2602;GIRAFFE; 4638;    ;   2.500;        ;   0.170;        ; ;  60.800;        ;   0;   1.017;   0.003;  33.397;   0.241;      ;      ;1264;162.58525;-64.12506
162.5857500;-64.0228056;10502058-6401221; IC2602;GIRAFFE; 4575;  49;   2.357;   0.154;  -0.002;   0.052;<;  45.900;        ;   3;   1.029;   0.003;  14.275;   0.241;      ;      ;1265;162.58575;-64.02281
162.5859167;-63.9088056;10502062-6354317; IC2602;GIRAFFE; 5077;  83;   2.458;        ;  -0.162;   0.163; ;  35.150;   1.900;   0;   1.004;   0.002; -23.013;   0.241;      ;      ;1266;162.58592;-63.90881
162.5865833;-64.1080556;10502078-6406290; IC2602;GIRAFFE; 4667;  15;   2.401;   0.086;  -0.067;   0.010;<;  32.600;        ;   3;   1.026;   0.002;  -8.894;   0.240;      ;      ;1267;162.58658;-64.10806
162.5870000;-64.7231111;10502088-6443232; IC2602;GIRAFFE; 4715;  76;   2.469;   0.194;  -0.124;   0.115;<;  26.000;        ;   3;   1.022;   0.004;  42.152;   0.242;      ;      ;1268;162.58700;-64.72311
162.5881250;-65.0775000;10502115-6504390; IC2602;GIRAFFE; 5004; 181;   3.300;        ;  -0.168;   0.210;<;  11.700;        ;   3;   1.017;   0.002;  -7.754;   0.241;      ;      ;1269;162.58812;-65.07750
162.5885417;-65.0606667;10502125-6503384; IC2602;GIRAFFE; 4539; 152;   2.319;   0.185;   0.126;   0.065;<;  59.500;        ;   3;   1.023;   0.004;  15.681;   0.241;      ;      ;1270;162.58854;-65.06067
162.5896250;-63.9826389;10502151-6358575; IC2602;GIRAFFE; 4979; 218;   4.685;        ;   0.131;   0.117;<;  20.700;        ;   3;   0.993;   0.012;  46.580;   0.295;      ;      ;1271;162.58962;-63.98264
162.5904583;-63.5202500;10502171-6331129; IC2602;GIRAFFE; 3446;  69;   4.700;        ;  -0.270;        ; ; 102.600;        ;   0;   0.758;   0.006;  29.668;   0.277; 0.137;      ;1272;162.59046;-63.52025
162.5950000;-63.8444722;10502280-6350401; IC2602;GIRAFFE; 4540; 174;   4.421;        ;   0.104;   0.068;<;  51.500;        ;   3;   1.014;   0.003;  25.311;   0.241;      ;      ;1273;162.59500;-63.84447
162.5966250;-63.5662222;10502319-6333584; IC2602;GIRAFFE; 4819; 181;   2.593;   0.200;  -0.048;   0.072;<;  33.400;        ;   3;   1.022;   0.007;  26.832;   0.254;      ;      ;1274;162.59662;-63.56622
162.5985000;-64.7282778;10502364-6443418; IC2602;GIRAFFE; 4550; 123;   2.339;   0.177;   0.100;   0.091; ;  65.950;   4.505;   0;   1.022;   0.006;  17.695;   0.245;      ;      ;1275;162.59850;-64.72828
162.5993750;-63.5585278;10502385-6333307; IC2602;GIRAFFE; 4930; 198;   2.407;        ;  -0.066;   0.134;<;  26.700;        ;   3;   1.012;   0.004;  14.972;   0.245;      ;      ;1276;162.59937;-63.55853
162.6043333;-64.3787222;10502504-6422434; IC2602;GIRAFFE; 4396; 246;   2.552;        ;   0.120;   0.028;<;  58.700;        ;   3;   1.043;   0.002; -29.512;   0.240;      ;      ;1277;162.60433;-64.37872
162.6046250;-63.7983056;10502511-6347539; IC2602;GIRAFFE; 4730;  24;   4.199;        ;  -0.074;   0.035;<;  27.400;        ;   3;   0.998;   0.006;  63.282;   0.256;      ;      ;1278;162.60462;-63.79831
162.6157500;-63.5477222;10502778-6332518; IC2602;GIRAFFE; 4675; 114;   2.488;   0.117;   0.007;   0.080;<;  33.600;        ;   3;   1.013;   0.005;  10.010;   0.244;      ;      ;1279;162.61575;-63.54772
162.6175000;-63.9217778;10502820-6355184; IC2602;GIRAFFE; 4539; 139;   4.643;        ;   0.132;   0.042; ;  58.100;        ;   0;   1.025;   0.003;   8.545;   0.241;      ;      ;1280;162.61750;-63.92178
162.6179583;-63.7946389;10502831-6347407; IC2602;GIRAFFE; 5055; 117;   3.240;        ;  -0.042;   0.094;<;  28.400;        ;   3;   1.017;   0.002;  -0.776;   0.241;      ;      ;1281;162.61796;-63.79464
162.6181250;-65.0581944;10502835-6503295; IC2602;GIRAFFE; 4675;  74;   2.495;   0.161;  -0.109;   0.106;<;  28.200;        ;   3;   1.014;   0.003; -26.018;   0.241;      ;      ;1282;162.61812;-65.05819
162.6192917;-64.7382222;10502863-6444176; IC2602;GIRAFFE; 5280; 152;   3.440;        ;  -0.025;   0.052; ;  65.267;   9.224;   0;   1.014;   0.003; -13.841;   0.247;      ;      ;1283;162.61929;-64.73822
162.6279583;-63.7176944;10503071-6343037; IC2602;GIRAFFE; 5022; 292;   3.570;        ;  -0.248;   0.192;<;  12.200;        ;   3;   1.013;   0.004;  33.747;   0.244;      ;      ;1284;162.62796;-63.71769
162.6311667;-63.7496944;10503148-6344589; IC2602;GIRAFFE; 5144;   9;   3.330;        ;  -0.020;   0.060;<;  25.600;        ;   3;   1.016;   0.002;  -1.216;   0.241;      ;      ;1285;162.63117;-63.74969
